Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,1200.000000,1245.000000,1180.000000,1225.000000,1116.103271,66293300
2020-02-04,1260.000000,1285.000000,1235.000000,1270.000000,1157.102905,65979400
2020-02-05,1295.000000,1345.000000,1295.000000,1315.000000,1198.102661,60602000
2020-02-06,1350.000000,1350.000000,1280.000000,1305.000000,1188.991577,37379900
2020-02-07,1285.000000,1315.000000,1285.000000,1305.000000,1188.991577,15026100
2020-02-10,1290.000000,1295.000000,1265.000000,1280.000000,1166.213989,19636900
2020-02-11,1295.000000,1315.000000,1275.000000,1315.000000,1198.102661,32034700
2020-02-12,1325.000000,1335.000000,1315.000000,1330.000000,1211.769287,40092100
2020-02-13,1335.000000,1355.000000,1295.000000,1350.000000,1229.991333,62528100
2020-02-14,1350.000000,1360.000000,1310.000000,1320.000000,1202.658203,29880000
2020-02-17,1325.000000,1330.000000,1305.000000,1320.000000,1202.658203,12413400
2020-02-18,1320.000000,1350.000000,1315.000000,1330.000000,1211.769287,28647600
2020-02-19,1335.000000,1345.000000,1290.000000,1305.000000,1188.991577,49522500
2020-02-20,1315.000000,1360.000000,1310.000000,1350.000000,1229.991333,45664600
2020-02-21,1350.000000,1355.000000,1310.000000,1310.000000,1193.547241,33041400
2020-02-24,1285.000000,1310.000000,1270.000000,1285.000000,1170.769653,37626300
2020-02-25,1270.000000,1300.000000,1260.000000,1285.000000,1170.769653,31970000
2020-02-26,1275.000000,1295.000000,1250.000000,1250.000000,1138.880981,38644500
2020-02-27,1250.000000,1275.000000,1155.000000,1165.000000,1061.437012,62491000
2020-02-28,1130.000000,1160.000000,1085.000000,1155.000000,1052.325928,63533800
2020-03-02,1175.000000,1195.000000,1100.000000,1115.000000,1015.881775,41125400
2020-03-03,1140.000000,1180.000000,1125.000000,1140.000000,1038.659424,90994700
2020-03-04,1125.000000,1215.000000,1110.000000,1205.000000,1097.881226,85031200
2020-03-05,1220.000000,1225.000000,1155.000000,1175.000000,1070.548096,63958800
2020-03-06,1140.000000,1180.000000,1140.000000,1160.000000,1056.881470,33637700
2020-03-09,1060.000000,1085.000000,1000.000000,1010.000000,920.215759,85414300
2020-03-10,1020.000000,1060.000000,1010.000000,1030.000000,938.437866,47800300
2020-03-11,1030.000000,1035.000000,930.000000,965.000000,879.216064,70759400
2020-03-12,900.000000,930.000000,820.000000,830.000000,756.216919,75896100
2020-03-13,790.000000,860.000000,775.000000,830.000000,756.216919,90075800
