Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,1300.000000,1300.000000,1260.000000,1275.000000,1271.052734,36542200
2020-02-04,1280.000000,1285.000000,1260.000000,1270.000000,1266.068115,46617600
2020-02-05,1280.000000,1280.000000,1225.000000,1280.000000,1276.037231,54192400
2020-02-06,1280.000000,1280.000000,1240.000000,1240.000000,1236.161011,40622600
2020-02-07,1240.000000,1270.000000,1235.000000,1265.000000,1261.083618,58846600
2020-02-10,1265.000000,1265.000000,1230.000000,1245.000000,1241.145630,39302000
2020-02-11,1245.000000,1260.000000,1235.000000,1250.000000,1246.130127,24460300
2020-02-12,1250.000000,1255.000000,1235.000000,1255.000000,1251.114624,34570300
2020-02-13,1250.000000,1255.000000,1215.000000,1225.000000,1221.207520,34027400
2020-02-14,1230.000000,1230.000000,1195.000000,1200.000000,1196.284912,45470200
2020-02-17,1200.000000,1200.000000,1170.000000,1180.000000,1176.346802,31107700
2020-02-18,1190.000000,1235.000000,1180.000000,1220.000000,1216.223022,43809700
2020-02-19,1230.000000,1235.000000,1210.000000,1235.000000,1231.176514,27505800
2020-02-20,1235.000000,1245.000000,1205.000000,1220.000000,1216.223022,29604700
2020-02-21,1210.000000,1215.000000,1135.000000,1160.000000,1156.408691,54488700
2020-02-24,1150.000000,1175.000000,1080.000000,1110.000000,1106.563477,37203600
2020-02-25,1100.000000,1130.000000,1055.000000,1095.000000,1091.609985,53744400
2020-02-26,1090.000000,1090.000000,1000.000000,1035.000000,1031.795776,63769400
2020-02-27,1035.000000,1050.000000,970.000000,980.000000,976.966003,47336400
2020-02-28,950.000000,995.000000,885.000000,985.000000,981.950500,70603100
2020-03-02,1005.000000,1010.000000,935.000000,945.000000,942.074341,39157000
2020-03-03,955.000000,995.000000,955.000000,965.000000,962.012451,61020800
2020-03-04,965.000000,1065.000000,955.000000,1020.000000,1016.842163,115191800
2020-03-05,1035.000000,1050.000000,1005.000000,1015.000000,1011.857666,62317800
2020-03-06,1000.000000,1000.000000,960.000000,970.000000,966.996948,49405300
2020-03-09,925.000000,930.000000,825.000000,845.000000,842.383972,49240300
2020-03-10,860.000000,885.000000,805.000000,825.000000,822.445862,52913700
2020-03-11,825.000000,840.000000,745.000000,785.000000,782.569702,62427400
2020-03-12,745.000000,745.000000,675.000000,700.000000,697.832825,56741300
2020-03-13,700.000000,700.000000,700.000000,700.000000,697.832825,0
2020-03-16,675.000000,675.000000,610.000000,610.000000,608.111511,85752200
2020-03-17,610.000000,610.000000,570.000000,570.000000,568.235352,30690500
2020-03-18,570.000000,570.000000,535.000000,535.000000,533.343689,99195200
2020-03-19,498.000000,500.000000,498.000000,498.000000,496.458221,3227800
2020-03-20,464.000000,580.000000,464.000000,525.000000,523.374634,101699000
2020-03-23,490.000000,490.000000,490.000000,490.000000,488.483002,10695800
2020-03-24,510.000000,510.000000,456.000000,456.000000,454.588257,67247800
2020-03-26,456.000000,565.000000,426.000000,545.000000,543.312744,228397800
2020-03-27,570.000000,660.000000,555.000000,620.000000,618.080505,103599600
2020-03-30,620.000000,620.000000,580.000000,600.000000,598.142456,39358200
2020-03-31,600.000000,750.000000,600.000000,725.000000,722.755432,161763900
2020-04-01,720.000000,855.000000,705.000000,745.000000,742.693542,200388300
2020-04-02,750.000000,855.000000,705.000000,830.000000,827.430359,131826400
2020-04-03,860.000000,1005.000000,850.000000,1000.000000,996.904053,185154600
2020-04-06,1000.000000,1050.000000,945.000000,1000.000000,996.904053,113912400
2020-04-07,1000.000000,1050.000000,950.000000,985.000000,981.950500,87885900
2020-04-08,975.000000,1000.000000,920.000000,925.000000,922.136292,78897900
2020-04-09,925.000000,985.000000,890.000000,945.000000,942.074341,85687600
2020-04-13,945.000000,950.000000,895.000000,905.000000,902.198181,72733000
2020-04-14,910.000000,985.000000,905.000000,985.000000,981.950500,105883000
2020-04-15,1000.000000,1050.000000,975.000000,995.000000,991.919556,130985400
2020-04-16,990.000000,1005.000000,950.000000,970.000000,966.996948,62068800
2020-04-17,1005.000000,1010.000000,975.000000,990.000000,986.935059,77302100
2020-04-20,1000.000000,1000.000000,960.000000,965.000000,962.012451,63880100
2020-04-21,950.000000,1025.000000,940.000000,1015.000000,1011.857666,81126200
2020-04-22,1015.000000,1265.000000,1000.000000,1210.000000,1206.253906,237101500
2020-04-23,1225.000000,1315.000000,1175.000000,1280.000000,1276.037231,155761000
2020-04-24,1280.000000,1340.000000,1205.000000,1240.000000,1236.161011,81105000
2020-04-27,1250.000000,1265.000000,1185.000000,1215.000000,1211.238403,76636600
2020-04-28,1250.000000,1350.000000,1230.000000,1350.000000,1345.820557,119682600
2020-04-29,1350.000000,1435.000000,1350.000000,1435.000000,1430.557373,113520600
2020-04-30,1460.000000,1480.000000,1405.000000,1450.000000,1445.510864,97742800
2020-05-04,1450.000000,1450.000000,1355.000000,1385.000000,1380.712158,63901200
2020-05-05,1400.000000,1485.000000,1370.000000,1380.000000,1375.727661,93423300
2020-05-06,1385.000000,1390.000000,1285.000000,1285.000000,1281.021729,69577700
2020-05-08,1285.000000,1335.000000,1200.000000,1210.000000,1206.253906,99201400
2020-05-11,1210.000000,1290.000000,1200.000000,1220.000000,1216.223022,98382400
2020-05-12,1220.000000,1280.000000,1205.000000,1260.000000,1256.099121,101991200
2020-05-13,1240.000000,1290.000000,1175.000000,1175.000000,1171.362305,111741900
2020-05-14,1150.000000,1190.000000,1120.000000,1150.000000,1146.439697,55170000
2020-05-15,1160.000000,1240.000000,1140.000000,1225.000000,1221.207520,59687500
2020-05-18,1230.000000,1260.000000,1160.000000,1170.000000,1166.377808,44080900
2020-05-19,1190.000000,1215.000000,1165.000000,1170.000000,1166.377808,30105400
2020-05-20,1210.000000,1245.000000,1150.000000,1225.000000,1221.207520,63012700
2020-05-26,1235.000000,1285.000000,1230.000000,1265.000000,1261.083618,45886200
2020-05-27,1285.000000,1290.000000,1220.000000,1270.000000,1266.068115,32905600
2020-05-28,1290.000000,1320.000000,1265.000000,1275.000000,1271.052734,55789700
2020-05-29,1275.000000,1350.000000,1255.000000,1350.000000,1345.820557,97721500
2020-06-02,1355.000000,1395.000000,1330.000000,1340.000000,1335.851440,44430600
2020-06-03,1340.000000,1380.000000,1310.000000,1340.000000,1335.851440,79036400
2020-06-04,1340.000000,1365.000000,1305.000000,1325.000000,1320.897949,50033600
2020-06-05,1340.000000,1340.000000,1300.000000,1315.000000,1310.928833,41592300
2020-06-08,1315.000000,1340.000000,1300.000000,1315.000000,1310.928833,45703300
2020-06-09,1320.000000,1330.000000,1225.000000,1225.000000,1221.207520,67651200
2020-06-10,1235.000000,1240.000000,1170.000000,1200.000000,1196.284912,53737200
2020-06-11,1190.000000,1250.000000,1170.000000,1225.000000,1221.207520,53244400
2020-06-12,1200.000000,1210.000000,1165.000000,1195.000000,1191.300415,38236800
2020-06-15,1195.000000,1235.000000,1190.000000,1205.000000,1201.269409,42401200
2020-06-16,1230.000000,1240.000000,1215.000000,1225.000000,1221.207520,34550300
2020-06-17,1250.000000,1250.000000,1195.000000,1210.000000,1206.253906,36720600
2020-06-18,1210.000000,1215.000000,1130.000000,1130.000000,1126.501587,43558800
2020-06-19,1160.000000,1195.000000,1150.000000,1160.000000,1156.408691,71611300
2020-06-22,1170.000000,1225.000000,1150.000000,1225.000000,1221.207520,69724900
2020-06-23,1220.000000,1240.000000,1170.000000,1185.000000,1181.331299,50730600
2020-06-24,1185.000000,1205.000000,1180.000000,1190.000000,1186.315796,38504000
2020-06-25,1190.000000,1190.000000,1140.000000,1165.000000,1161.393188,36833300
2020-06-26,1165.000000,1185.000000,1145.000000,1150.000000,1146.439697,41835600
2020-06-29,1145.000000,1180.000000,1120.000000,1170.000000,1166.377808,54968600
2020-06-30,1190.000000,1200.000000,1155.000000,1160.000000,1156.408691,49409700
2020-07-01,1165.000000,1165.000000,1140.000000,1150.000000,1146.439697,29553500
2020-07-02,1135.000000,1175.000000,1135.000000,1150.000000,1146.439697,45634500
2020-07-03,1165.000000,1215.000000,1150.000000,1180.000000,1176.346802,74959000
2020-07-06,1190.000000,1200.000000,1165.000000,1170.000000,1166.377808,37481300
2020-07-07,1180.000000,1210.000000,1160.000000,1160.000000,1156.408691,53091400
2020-07-08,1170.000000,1200.000000,1165.000000,1190.000000,1186.315796,44964500
2020-07-09,1195.000000,1250.000000,1190.000000,1225.000000,1221.207520,83651700
2020-07-10,1240.000000,1255.000000,1215.000000,1220.000000,1216.223022,58952900
2020-07-13,1230.000000,1250.000000,1220.000000,1240.000000,1236.161011,47032200
2020-07-14,1240.000000,1290.000000,1230.000000,1280.000000,1276.037231,96912200
2020-07-15,1300.000000,1310.000000,1245.000000,1250.000000,1246.130127,61372600
2020-07-16,1255.000000,1275.000000,1225.000000,1250.000000,1246.130127,50708800
2020-07-17,1250.000000,1270.000000,1235.000000,1255.000000,1251.114624,36200300
2020-07-20,1270.000000,1270.000000,1235.000000,1250.000000,1246.130127,44387600
2020-07-21,1250.000000,1250.000000,1205.000000,1210.000000,1206.253906,59103600
2020-07-22,1225.000000,1230.000000,1175.000000,1180.000000,1176.346802,60466100
2020-07-23,1180.000000,1210.000000,1160.000000,1185.000000,1181.331299,56787400
2020-07-24,1190.000000,1190.000000,1165.000000,1175.000000,1171.362305,27929400
2020-07-27,1150.000000,1150.000000,1095.000000,1095.000000,1091.609985,84700300
2020-07-28,1085.000000,1085.000000,1020.000000,1020.000000,1016.842163,32173500
2020-07-29,1010.000000,1030.000000,950.000000,950.000000,947.058899,57125700
2020-07-30,890.000000,1050.000000,885.000000,950.000000,947.058899,396283500
