Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,1680.000000,1725.000000,1675.000000,1700.000000,1540.007568,38058200
2020-02-04,1700.000000,1710.000000,1520.000000,1520.000000,1376.947876,166404400
2020-02-05,1530.000000,1585.000000,1445.000000,1475.000000,1336.182983,209517700
2020-02-06,1500.000000,1540.000000,1480.000000,1520.000000,1376.947876,119388900
2020-02-07,1520.000000,1555.000000,1500.000000,1540.000000,1395.065552,110802500
2020-02-10,1530.000000,1535.000000,1500.000000,1525.000000,1381.477295,58728700
2020-02-11,1540.000000,1560.000000,1525.000000,1535.000000,1390.536255,55085900
2020-02-12,1540.000000,1545.000000,1490.000000,1495.000000,1354.300659,82712000
2020-02-13,1495.000000,1525.000000,1480.000000,1505.000000,1363.359619,66759400
2020-02-14,1505.000000,1520.000000,1495.000000,1520.000000,1376.947876,47548200
2020-02-17,1520.000000,1525.000000,1495.000000,1495.000000,1354.300659,37343600
2020-02-18,1495.000000,1520.000000,1490.000000,1505.000000,1363.359619,37718000
2020-02-19,1505.000000,1550.000000,1505.000000,1530.000000,1386.006714,70151200
2020-02-20,1530.000000,1580.000000,1520.000000,1555.000000,1408.653809,99359700
2020-02-21,1545.000000,1555.000000,1520.000000,1525.000000,1381.477295,56583600
2020-02-24,1500.000000,1510.000000,1480.000000,1480.000000,1340.712402,51143600
2020-02-25,1450.000000,1520.000000,1450.000000,1500.000000,1358.830078,54574200
2020-02-26,1480.000000,1515.000000,1480.000000,1495.000000,1354.300659,42886300
2020-02-27,1485.000000,1500.000000,1385.000000,1385.000000,1254.653198,80697700
2020-02-28,1340.000000,1340.000000,1255.000000,1280.000000,1159.535034,151189200
2020-03-02,1290.000000,1350.000000,1270.000000,1290.000000,1168.593872,88138900
2020-03-03,1310.000000,1350.000000,1310.000000,1345.000000,1218.417603,90612800
2020-03-04,1330.000000,1435.000000,1320.000000,1425.000000,1290.888672,88812700
2020-03-05,1450.000000,1465.000000,1400.000000,1425.000000,1290.888672,64954800
2020-03-06,1385.000000,1395.000000,1340.000000,1345.000000,1218.417603,56318300
2020-03-09,1275.000000,1280.000000,1165.000000,1170.000000,1059.887451,87316700
2020-03-10,1170.000000,1240.000000,1170.000000,1205.000000,1091.593628,84443700
2020-03-11,1205.000000,1210.000000,1120.000000,1125.000000,1019.122559,77772500
2020-03-12,1070.000000,1070.000000,1000.000000,1005.000000,910.416199,78399800
2020-03-13,960.000000,1040.000000,935.000000,980.000000,887.768982,114304900
2020-03-16,940.000000,940.000000,915.000000,915.000000,828.886353,50015600
2020-03-17,860.000000,870.000000,855.000000,855.000000,774.533142,78689700
2020-03-18,855.000000,860.000000,800.000000,800.000000,724.709351,74146200
