Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,956.390015,965.260010,950.169983,953.260010,953.260010,1092300000
2020-02-04,970.630005,970.630005,961.280029,964.840027,964.840027,1344800000
2020-02-05,972.640015,976.559998,964.479980,976.559998,976.559998,1167000000
2020-02-06,983.330017,984.609985,973.200012,975.710022,975.710022,1053900000
2020-02-07,976.570007,979.450012,974.590027,977.000000,977.000000,1069000000
2020-02-10,974.960022,975.820007,962.969971,968.340027,968.340027,1175900000
2020-02-11,971.700012,973.940002,964.929993,967.380005,967.380005,805000000
2020-02-12,968.340027,969.580017,958.539978,960.979980,960.979980,1089800000
2020-02-13,963.530029,964.900024,951.809998,954.210022,954.210022,902900000
2020-02-14,949.609985,958.460022,946.989990,953.950012,953.950012,905300000
2020-02-17,952.880005,957.919983,950.520020,954.169983,954.169983,845500000
2020-02-18,951.570007,963.549988,951.119995,956.280029,956.280029,1094500000
2020-02-19,960.000000,964.659973,959.929993,964.390015,964.390015,1018400000
2020-02-20,967.989990,971.650024,965.039978,968.539978,968.539978,1106100000
2020-02-21,968.169983,968.989990,955.859985,957.369995,957.369995,1224000000
2020-02-24,948.119995,953.909973,939.090027,941.520020,941.520020,1416900000
2020-02-25,935.159973,947.179993,932.760010,941.679993,941.679993,1144700000
2020-02-26,933.650024,935.039978,922.659973,922.659973,922.659973,1364100000
2020-02-27,920.119995,920.659973,889.659973,892.760010,892.760010,1430000000
2020-02-28,866.119995,880.330017,846.020020,879.530029,879.530029,2010100000
2020-03-02,880.219971,888.219971,859.330017,859.330017,859.330017,1531100000
2020-03-03,876.270020,900.190002,874.630005,891.940002,891.940002,1519300000
2020-03-04,893.690002,923.960022,892.140015,922.510010,922.510010,1500000000
2020-03-05,931.969971,935.479980,912.599976,919.690002,919.690002,1187500000
2020-03-06,902.659973,903.599976,887.030029,887.030029,887.030029,1034600000
2020-03-09,852.780029,855.559998,813.750000,813.750000,813.750000,1578600000
2020-03-10,816.919983,848.159973,816.909973,832.469971,832.469971,1709500000
2020-03-11,835.320007,841.950012,811.030029,819.770020,819.770020,1729100000
2020-03-12,790.919983,798.780029,769.640015,769.640015,769.640015,1575400000
2020-03-13,769.640015,786.210022,717.520020,777.270020,777.270020,2538000000
2020-03-16,777.270020,777.270020,729.630005,731.950012,731.950012,1333200000
2020-03-17,731.950012,734.219971,682.820007,683.659973,683.659973,1539900000
2020-03-18,683.659973,689.469971,647.150024,655.630005,655.630005,1875000000
2020-03-19,655.630005,655.630005,610.750000,612.119995,612.119995,1149800000
2020-03-20,612.119995,642.349976,573.570007,624.760010,624.760010,3598300000
2020-03-23,624.760010,624.760010,583.000000,583.409973,583.409973,1465800000
2020-03-24,583.409973,614.929993,566.340027,566.830017,566.830017,2645400000
2020-03-26,566.830017,660.289978,566.049988,651.409973,651.409973,4434500000
2020-03-27,651.409973,730.229980,651.409973,698.780029,698.780029,3961900000
2020-03-30,698.780029,698.780029,653.229980,670.770020,670.770020,1459600000
2020-03-31,670.770020,703.400024,670.770020,691.130005,691.130005,2351300000
2020-04-01,691.130005,710.859985,671.090027,678.299988,678.299988,2109200000
2020-04-02,678.299988,688.109985,660.570007,688.109985,688.109985,1845800000
2020-04-03,688.109985,702.419983,687.809998,702.419983,702.419983,2202700000
